Site,Region,Plot_No,Species_Code,Latin_Name,SP_Total_Cover
TNCO_ESDB1,NH,943,COPE,Comptonia peregrina,5
TNCO_ESDB1,NH,943,VAAN,Vaccinium angustifolium,5
TNCO_ESDB1,NH,943,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,943,LYQU,Lysimachia quadrifolia,2
TNCO_ESDB1,NH,943,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,943,MELI,Melampyrum lineare,1
TNCO_ESDB1,NH,943,UVSE,Uvularia sessilifolia,1
TNCO_ESDB1,NH,943,PTAQ,Pteridium aquilinum,3
TNCO_ESDB1,NH,941,QUIL,Quercus ilicifolia,7
TNCO_ESDB1,NH,941,PTAQ,Pteridium aquilinum,5
TNCO_ESDB1,NH,941,MELI,Melampyrum lineare,2
TNCO_ESDB1,NH,941,CAPE,Carex pensylvanica,3
TNCO_ESDB1,NH,941,VAAN,Vaccinium angustifolium,4
TNCO_ESDB1,NH,941,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,939,PRSE,Prunus serotina,2
TNCO_ESDB1,NH,939,QUIL,Quercus ilicifolia,6
TNCO_ESDB1,NH,939,COPE,Comptonia peregrina,4
TNCO_ESDB1,NH,939,PTAQ,Pteridium aquilinum,4
TNCO_ESDB1,NH,939,VAAN,Vaccinium angustifolium,8
TNCO_ESDB1,NH,939,GAPR,Gaultheria procumbens,2
TNCO_ESDB1,NH,939,CAPE,Carex pensylvanica,4
TNCO_ESDB1,NH,939,ARME,Aronia melanocarpa,2
TNCO_ESDB1,NH,937,QUIL,Quercus ilicifolia,5
TNCO_ESDB1,NH,937,COPE,Comptonia peregrina,5
TNCO_ESDB1,NH,937,VAAN,Vaccinium angustifolium,8
TNCO_ESDB1,NH,937,CAPE,Carex pensylvanica,3
APB_Humdinger,ALB,705,FRAL,Frangula alnus,2
APB_Humdinger,ALB,705,PRVI,Prunus virginiana,2
APB_Humdinger,ALB,705,PRSE,Prunus serotina,2
APB_Humdinger,ALB,705,RUSP,Rubus species,4
APB_Humdinger,ALB,703,PRSE,Prunus serotina,2
APB_Humdinger,ALB,703,QUIL,Quercus ilicifolia,7
APB_Humdinger,ALB,703,RUSP,Rubus species,5
APB_Humdinger,ALB,703,CAPE,Carex pensylvanica,2
APB_Humdinger,ALB,703,POUN12,Poacaea sp. 12,2
APB_Humdinger,ALB,703,CEOR,Celastrus orbiculatus,1
APB_Humdinger,ALB,701,RHHI,Rhus hirta,3
APB_Humdinger,ALB,701,RUSP,Rubus species,4
APB_Humdinger,ALB,701,RHGL,Rhus glabra,3
APB_Humdinger,ALB,701,POUN11,Poacaea sp. 11,3
APB_Humdinger,ALB,701,POUN12,Poacaea sp. 12,2
APB_Humdinger,ALB,701,CEOR,Celastrus orbiculatus,2
APB_Humdinger,ALB,701,CEAM,Ceanothus americanus,2
APB_Humdinger,ALB,699,FRSP,Fragaria species,1
APB_Humdinger,ALB,699,RUSP,Rubus species,5
APB_Humdinger,ALB,699,COSP,Cornus species,1
APB_Humdinger,ALB,699,PRSE,Prunus serotina,2
APB_Humdinger,ALB,699,POUN11,Poacaea sp. 11,3
APB_Humdinger,ALB,699,CAPE,Carex pensylvanica,2
APB_Humdinger,ALB,699,LYQU,Lysimachia quadrifolia,1
APB_Humdinger,ALB,697,FRSP,Fragaria species,3
APB_Humdinger,ALB,697,RUSP,Rubus species,3
APB_Humdinger,ALB,697,CEOR,Celastrus orbiculatus,3
APB_Humdinger,ALB,697,POUN11,Poacaea sp. 11,2
APB_Humdinger,ALB,697,POGR,Populus grandidentata,4
APB_Humdinger,ALB,697,RHHI,Rhus hirta,2
APB_Humdinger,ALB,697,CEAM,Ceanothus americanus,1
APB_Humdinger,ALB,697,PRVI,Prunus virginiana,2
APB_Humdinger,ALB,697,PRSE,Prunus serotina,2
APB_Humdinger,ALB,695,PRSE,Prunus serotina,2
APB_Humdinger,ALB,695,QUVE,Quercus velutina,2
APB_Humdinger,ALB,695,FRSP,Fragaria species,3
APB_Humdinger,ALB,695,RHGL,Rhus glabra,2
APB_Humdinger,ALB,695,RHHI,Rhus hirta,2
APB_Humdinger,ALB,695,CEAM,Ceanothus americanus,4
APB_Humdinger,ALB,695,RUSP,Rubus species,4
APB_Humdinger,ALB,695,LOSP,Lonicera sp.,2
APB_Humdinger,ALB,695,POUN11,Poacaea sp. 11,2
APB_Humdinger,ALB,695,CAPE,Carex pensylvanica,2
APB_Humdinger,ALB,695,CEOR,Celastrus orbiculatus,3
APB_Humdinger,ALB,693,RUSP,Rubus species,4
APB_Humdinger,ALB,693,SWAL,Swida alternifolia,4
APB_Humdinger,ALB,693,CEOR,Celastrus orbiculatus,3
APB_Humdinger,ALB,693,FRSP,Fragaria species,3
APB_Humdinger,ALB,693,CEAM,Ceanothus americanus,2
APB_Humdinger,ALB,693,CAPE,Carex pensylvanica,1
APB_Humdinger,ALB,693,RHGL,Rhus glabra,1
APB_Humdinger,ALB,693,POUN11,Poacaea sp. 11,1
APB_Humdinger,ALB,691,QUCO,Quercus coccinea,4
APB_Humdinger,ALB,691,PRSE,Prunus serotina,3
APB_Humdinger,ALB,691,CEOR,Celastrus orbiculatus,2
APB_Humdinger,ALB,691,POUN10,Poacaea sp. 10,3
APB_Humdinger,ALB,691,CEAM,Ceanothus americanus,3
APB_Humdinger,ALB,691,PAQU,Parthenocissus quinquefolia,3
APB_Humdinger,ALB,691,RUSP,Rubus species,4
APB_Humdinger,ALB,691,CAPE,Carex pensylvanica,3
APB_Humdinger,ALB,691,FRSP,Fragaria species,2
APB_Humdinger,ALB,691,VIRI,Vistis riparia,1
APB_Humdinger,ALB,691,RHGL,Rhus glabra,1
APB_Humdinger,ALB,689,QUIL,Quercus ilicifolia,7
APB_Humdinger,ALB,689,CYLU,Cyperus lupulinus,1
APB_Humdinger,ALB,689,POUN11,Poacaea sp. 11,1
APB_Humdinger,ALB,689,PTAQ,Pteridium aquilinum,2
APB_Humdinger,ALB,689,LOSP,Lonicera sp.,1
APB_Humdinger,ALB,687,POUN11,Poacaea sp. 11,3
APB_Humdinger,ALB,687,RUSP,Rubus species,4
APB_Humdinger,ALB,687,CEAM,Ceanothus americanus,2
APB_Humdinger,ALB,687,RHGL,Rhus glabra,2
APB_Humdinger,ALB,687,PTAQ,Pteridium aquilinum,3
APB_Humdinger,ALB,685,QUPR,Quercus prinoides,6
APB_Humdinger,ALB,685,RUSP,Rubus species,4
APB_Humdinger,ALB,685,RHGL,Rhus glabra,3
APB_Humdinger,ALB,685,CAPE,Carex pensylvanica,4
APB_Humdinger,ALB,685,ASSP10,Aster species 10,3
APB_Humdinger,ALB,685,CEAM,Ceanothus americanus,2
APB_Humdinger,ALB,685,POUN10,Poacaea sp. 10,2
APB_Humdinger,ALB,683,RUSP,Rubus species,4
APB_Humdinger,ALB,683,RHGL,Rhus glabra,2
APB_Humdinger,ALB,683,PRSE,Prunus serotina,3
APB_Humdinger,ALB,683,FRSP,Fragaria species,3
APB_Humdinger,ALB,683,SWAL,Swida alternifolia,6
APB_Humdinger,ALB,683,PAQU,Parthenocissus quinquefolia,3
APB_Bivy,ALB,750,PODE,Populus deltoides,2
APB_Bivy,ALB,750,RHGL,Rhus glabra,3
APB_Bivy,ALB,750,CEAM,Ceanothus americanus,5
APB_Bivy,ALB,750,CAPE,Carex pensylvanica,4
APB_Bivy,ALB,750,RUSP,Rubus species,4
APB_Bivy,ALB,750,QUIL,Quercus ilicifolia,1
APB_Bivy,ALB,750,SOUN2,Solidago unknown 2,4
APB_Bivy,ALB,750,ROCA,Rosa carolina,2
APB_Bivy,ALB,750,PTAQ,Pteridium aquilinum,3
APB_Bivy,ALB,750,LYQU,Lysimachia quadrifolia,2
APB_Bivy,ALB,750,MELI,Melampyrum lineare,2
APB_Bivy,ALB,750,HISP1,Hieracium species 1,1
APB_Bivy,ALB,750,POUN13,Poacaea sp. 13,2
APB_Bivy,ALB,748,QUPR,Quercus prinoides,4
APB_Bivy,ALB,748,QUIL,Quercus ilicifolia,2
APB_Bivy,ALB,748,COPE,Comptonia peregrina,4
APB_Bivy,ALB,748,CEAM,Ceanothus americanus,4
APB_Bivy,ALB,748,VAPA,Vaccinium pallidum,4
APB_Bivy,ALB,748,CAPE,Carex pensylvanica,3
APB_Bivy,ALB,748,GABA,Gaylussacia baccata,3
APB_Bivy,ALB,748,LYQU,Lysimachia quadrifolia,2
APB_Bivy,ALB,748,RHCO,Rhus copallinum,4
APB_Bivy,ALB,748,HYSP1,Hypericum species 1,1
APB_Bivy,ALB,748,ARME,Aronia melanocarpa,2
APB_Bivy,ALB,746,COPE,Comptonia peregrina,5
APB_Bivy,ALB,746,RUSP,Rubus species,3
APB_Bivy,ALB,746,SORU,Solidago rugosa,3
APB_Bivy,ALB,746,FOUN4,Forb unknown 4,2
APB_Bivy,ALB,746,CAPE,Carex pensylvanica,2
APB_Bivy,ALB,746,CAUN11,Carex unknown 11,2
APB_Bivy,ALB,744,QUIL,Quercus ilicifolia,4
APB_Bivy,ALB,744,ARME,Aronia melanocarpa,2
APB_Bivy,ALB,744,COPE,Comptonia peregrina,4
APB_Bivy,ALB,744,RUSP,Rubus species,3
APB_Bivy,ALB,744,PTAQ,Pteridium aquilinum,3
APB_Bivy,ALB,744,CAUN11,Carex unknown 11,4
APB_Bivy,ALB,744,SORU,Solidago rugosa,3
APB_Bivy,ALB,744,SPAL,Spiraea alba,2
APB_Bivy,ALB,744,SOUN1,Solidago unknown 1,2
APB_Bivy,ALB,744,FOUN4,Forb unknown 4,3
APB_Bivy,ALB,744,VAPA,Vaccinium pallidum,2
APB_Bivy,ALB,744,SOUN2,Solidago unknown 2,2
APB_Bivy,ALB,742,QUIL,Quercus ilicifolia,1
APB_Bivy,ALB,742,LYQU,Lysimachia quadrifolia,2
APB_Bivy,ALB,742,CAPE,Carex pensylvanica,3
APB_Bivy,ALB,742,RUSP,Rubus species,3
APB_Bivy,ALB,742,PTAQ,Pteridium aquilinum,3
APB_Bivy,ALB,742,VAPA,Vaccinium pallidum,2
APB_Bivy,ALB,742,GABA,Gaylussacia baccata,2
APB_Bivy,ALB,742,POTR,Populus tremuloides,2
APB_Bivy,ALB,742,CAUN11,Carex unknown 11,3
APB_Bivy,ALB,742,QUPR,Quercus prinoides,4
APB_Bivy,ALB,742,ROCA,Rosa carolina,2
APB_Bivy,ALB,740,QUIL,Quercus ilicifolia,5
APB_Bivy,ALB,740,COPE,Comptonia peregrina,5
APB_Bivy,ALB,740,CAPE,Carex pensylvanica,4
APB_Bivy,ALB,740,PTAQ,Pteridium aquilinum,3
APB_Bivy,ALB,740,RHGL,Rhus glabra,3
APB_Bivy,ALB,740,RUSP,Rubus species,2
APB_Bivy,ALB,740,LYQU,Lysimachia quadrifolia,2
APB_Bivy,ALB,740,APAN,Apocynum androsaemifolium,2
APB_Bivy,ALB,738,PIRI,Pinus rigida,2
APB_Bivy,ALB,738,LUPE,Lupinus perennis,1
APB_Bivy,ALB,738,COPE,Comptonia peregrina,4
APB_Bivy,ALB,738,CAPE,Carex pensylvanica,4
APB_Bivy,ALB,738,CEAM,Ceanothus americanus,2
APB_Bivy,ALB,738,VAPA,Vaccinium pallidum,2
APB_Bivy,ALB,738,GABA,Gaylussacia baccata,2
APB_Bivy,ALB,738,RUSP,Rubus species,2
APB_Bivy,ALB,738,LYQU,Lysimachia quadrifolia,2
APB_Bivy,ALB,738,RHGL,Rhus glabra,2
APB_Bivy,ALB,738,PTAQ,Pteridium aquilinum,1
APB_Bivy,ALB,738,DEFL,Deschampsia flexuosa,2
APB_Bivy,ALB,736,CEAM,Ceanothus americanus,7
APB_Bivy,ALB,736,SORU,Solidago rugosa,2
APB_Bivy,ALB,736,RUSP,Rubus species,2
APB_Bivy,ALB,736,FRSP,Fragaria species,1
APB_Bivy,ALB,736,LYQU,Lysimachia quadrifolia,1
APB_Bivy,ALB,736,CEOR,Celastrus orbiculatus,1
APB_Bivy,ALB,736,RHGL,Rhus glabra,2
APB_Bivy,ALB,736,CAPE,Carex pensylvanica,2
APB_Bivy,ALB,736,POUN11,Poacaea sp. 11,1
APB_Bivy,ALB,734,PRSE,Prunus serotina,4
APB_Bivy,ALB,734,CEAM,Ceanothus americanus,3
APB_Bivy,ALB,734,PTAQ,Pteridium aquilinum,3
APB_Bivy,ALB,734,LYQU,Lysimachia quadrifolia,2
APB_Bivy,ALB,734,CAPE,Carex pensylvanica,4
APB_Bivy,ALB,734,RHGL,Rhus glabra,1
APB_Bivy,ALB,734,RUSP,Rubus species,2
APB_Bivy,ALB,734,LOSP,Lonicera sp.,2
APB_Bivy,ALB,734,MELI,Melampyrum lineare,1
APB_Bivy,ALB,732,VEOF,Veronica officinalis,2
APB_Bivy,ALB,732,COPE,Comptonia peregrina,4
APB_Bivy,ALB,732,RHGL,Rhus glabra,4
APB_Bivy,ALB,732,QUIL,Quercus ilicifolia,5
APB_Bivy,ALB,732,RUSP,Rubus species,2
APB_Bivy,ALB,732,RHHI,Rhus hirta,2
APB_Bivy,ALB,732,CEAM,Ceanothus americanus,3
APB_Bivy,ALB,732,CAPE,Carex pensylvanica,3
APB_Bivy,ALB,732,LYQU,Lysimachia quadrifolia,1
APB_Bivy,ALB,732,VAPA,Vaccinium pallidum,2
APB_Bivy,ALB,732,GABA,Gaylussacia baccata,2
APB_Bivy,ALB,732,POUN11,Poacaea sp. 11,1
APB_Bivy,ALB,730,QUIL,Quercus ilicifolia,5
APB_Bivy,ALB,730,COPE,Comptonia peregrina,5
APB_Bivy,ALB,730,GABA,Gaylussacia baccata,3
APB_Bivy,ALB,730,VAPA,Vaccinium pallidum,4
APB_Bivy,ALB,730,RUSP,Rubus species,3
APB_Bivy,ALB,730,CAPE,Carex pensylvanica,1
APB_Bivy,ALB,730,RHGL,Rhus glabra,2
APB_Bivy,ALB,730,LYQU,Lysimachia quadrifolia,1
APB_Bivy,ALB,730,POUN11,Poacaea sp. 11,1
APB_Alleycat,ALB,866,QUIL,Quercus ilicifolia,6
APB_Alleycat,ALB,866,COPE,Comptonia peregrina,4
APB_Alleycat,ALB,866,CAPE,Carex pensylvanica,4
APB_Alleycat,ALB,866,CEAM,Ceanothus americanus,1
APB_Alleycat,ALB,866,LYQU,Lysimachia quadrifolia,2
APB_Alleycat,ALB,866,VIRI,Vistis riparia,1
APB_Alleycat,ALB,866,VAPA,Vaccinium pallidum,2
APB_Alleycat,ALB,866,GABA,Gaylussacia baccata,2
APB_Alleycat,ALB,866,LECA,Lespedeza capitata,1
APB_Alleycat,ALB,866,POUN20,Poacaea sp. 20,1
APB_Alleycat,ALB,864,LOSP,Lonicera sp.,5
APB_Alleycat,ALB,864,QUIL,Quercus ilicifolia,5
APB_Alleycat,ALB,864,CEAM,Ceanothus americanus,3
APB_Alleycat,ALB,864,RUSP,Rubus species,2
APB_Alleycat,ALB,864,FRSP,Fragaria species,2
APB_Alleycat,ALB,864,VAPA,Vaccinium pallidum,3
APB_Alleycat,ALB,864,LYQU,Lysimachia quadrifolia,2
APB_Alleycat,ALB,864,CAPE,Carex pensylvanica,5
APB_Alleycat,ALB,864,UVPE,Uvularia perfoliata,1
APB_Alleycat,ALB,864,CEST,Centaurea stoebe,2
APB_Alleycat,ALB,864,POUN11,Poacaea sp. 11,1
APB_Alleycat,ALB,862,QUIL,Quercus ilicifolia,4
APB_Alleycat,ALB,862,RUSP,Rubus species,3
APB_Alleycat,ALB,862,COSP,Cornus species,1
APB_Alleycat,ALB,862,CAPE,Carex pensylvanica,3
APB_Alleycat,ALB,862,POUN20,Poacaea sp. 20,2
APB_Alleycat,ALB,862,SOUN2,Solidago unknown 2,3
APB_Alleycat,ALB,862,CICA,Circaea canadensis,1
APB_Alleycat,ALB,862,LYQU,Lysimachia quadrifolia,1
APB_Alleycat,ALB,860,QUIL,Quercus ilicifolia,7
APB_Alleycat,ALB,860,RUSP,Rubus species,3
APB_Alleycat,ALB,860,LYQU,Lysimachia quadrifolia,2
APB_Alleycat,ALB,860,LOSP,Lonicera sp.,1
APB_Alleycat,ALB,860,POUN20,Poacaea sp. 20,2
APB_Alleycat,ALB,860,COSP,Cornus species,1
APB_Alleycat,ALB,860,CAPE,Carex pensylvanica,1
APB_Alleycat,ALB,858,CEAM,Ceanothus americanus,7
APB_Alleycat,ALB,858,VAPA,Vaccinium pallidum,3
APB_Alleycat,ALB,858,GABA,Gaylussacia baccata,3
APB_Alleycat,ALB,858,PTAQ,Pteridium aquilinum,3
APB_Alleycat,ALB,858,CAPE,Carex pensylvanica,4
APB_Alleycat,ALB,858,RUSP,Rubus species,2
APB_Alleycat,ALB,858,LUPE,Lupinus perennis,1
APB_Alleycat,ALB,858,LYQU,Lysimachia quadrifolia,1
APB_Alleycat,ALB,858,POUN11,Poacaea sp. 11,2
APB_Alleycat,ALB,856,CEAM,Ceanothus americanus,6
APB_Alleycat,ALB,856,RUSP,Rubus species,3
APB_Alleycat,ALB,856,DILO,Diervilla lonicera,2
APB_Alleycat,ALB,856,RHGL,Rhus glabra,2
APB_Alleycat,ALB,856,PTAQ,Pteridium aquilinum,3
APB_Alleycat,ALB,856,CAPE,Carex pensylvanica,2
APB_Alleycat,ALB,856,UVSE,Uvularia sessilifolia,1
APB_Alleycat,ALB,856,GABA,Gaylussacia baccata,3
APB_Alleycat,ALB,856,VAPA,Vaccinium pallidum,3
APB_Alleycat,ALB,856,UVPE,Uvularia perfoliata,1
APB_Alleycat,ALB,854,COPE,Comptonia peregrina,6
APB_Alleycat,ALB,854,QUIL,Quercus ilicifolia,5
APB_Alleycat,ALB,854,LYQU,Lysimachia quadrifolia,2
APB_Alleycat,ALB,854,VAPA,Vaccinium pallidum,4
APB_Alleycat,ALB,854,RUSP,Rubus species,2
APB_Alleycat,ALB,854,SOUN1,Solidago unknown 1,2
APB_Alleycat,ALB,854,GABA,Gaylussacia baccata,2
APB_Alleycat,ALB,854,CEAM,Ceanothus americanus,2
APB_Alleycat,ALB,854,CAPE,Carex pensylvanica,2
APB_Alleycat,ALB,854,ROCA,Rosa carolina,1
APB_Alleycat,ALB,854,PODE,Populus deltoides,1
APB_Alleycat,ALB,852,QUPR,Quercus prinoides,5
APB_Alleycat,ALB,852,PTAQ,Pteridium aquilinum,2
APB_Alleycat,ALB,852,RHGL,Rhus glabra,3
APB_Alleycat,ALB,852,LUPE,Lupinus perennis,1
APB_Alleycat,ALB,852,CAPE,Carex pensylvanica,2
APB_Alleycat,ALB,852,ARME,Aronia melanocarpa,2
APB_Alleycat,ALB,852,CEAM,Ceanothus americanus,5
APB_Alleycat,ALB,852,VAPA,Vaccinium pallidum,3
APB_Alleycat,ALB,852,POUN11,Poacaea sp. 11,1
APB_Alleycat,ALB,852,LYQU,Lysimachia quadrifolia,1
APB_Alleycat,ALB,852,COPE,Comptonia peregrina,2
APB_Alleycat,ALB,850,QUIL,Quercus ilicifolia,3
APB_Alleycat,ALB,850,PTAQ,Pteridium aquilinum,3
APB_Alleycat,ALB,850,COPE,Comptonia peregrina,3
APB_Alleycat,ALB,850,CAPE,Carex pensylvanica,4
APB_Alleycat,ALB,850,VAPA,Vaccinium pallidum,3
APB_Alleycat,ALB,850,LYQU,Lysimachia quadrifolia,2
APB_Alleycat,ALB,850,RHGL,Rhus glabra,2
APB_Alleycat,ALB,850,FOUN6,Forb unknown 6,1
APB_Alleycat,ALB,848,CAPE,Carex pensylvanica,6
APB_Alleycat,ALB,848,RUSP,Rubus species,4
APB_Alleycat,ALB,848,LYQU,Lysimachia quadrifolia,2
APB_Alleycat,ALB,848,VEOF,Veronica officinalis,1
APB_Alleycat,ALB,848,CAUN11,Carex unknown 11,2
APB_Alleycat,ALB,846,QUIL,Quercus ilicifolia,2
APB_Alleycat,ALB,846,COPE,Comptonia peregrina,3
APB_Alleycat,ALB,846,RHGL,Rhus glabra,3
APB_Alleycat,ALB,846,LYQU,Lysimachia quadrifolia,2
APB_Alleycat,ALB,846,LUPE,Lupinus perennis,1
APB_Alleycat,ALB,846,CAPE,Carex pensylvanica,2
APB_Alleycat,ALB,846,ARME,Aronia melanocarpa,1
APB_Alleycat,ALB,846,SOUN2,Solidago unknown 2,2
APB_Alleycat,ALB,846,SOCA,Solidago caesia,1
APB_Alleycat,ALB,846,VAPA,Vaccinium pallidum,2
APB_Alleycat,ALB,846,VETH,Verbascum thapsus,1
APB_Alleycat,ALB,844,QUIL,Quercus ilicifolia,2
APB_Alleycat,ALB,844,LYQU,Lysimachia quadrifolia,1
APB_Alleycat,ALB,844,POUN11,Poacaea sp. 11,2
APB_Alleycat,ALB,844,CAPE,Carex pensylvanica,2
APB_Alleycat,ALB,844,LUPE,Lupinus perennis,1
APB_Alleycat,ALB,844,SOUN2,Solidago unknown 2,2
APB_Alleycat,ALB,844,CEST,Centaurea stoebe,3
APB_Alleycat,ALB,844,RUSP,Rubus species,1
CE_BA3,MA,589,QUAL,Quercus alba,2
CE_BA3,MA,589,GAPR,Gaultheria procumbens,2
CE_BA3,MA,589,RUSP,Rubus species,1
CE_BA3,MA,589,FOUN2,Forb unknown 2,1
CE_BA3,MA,589,POUN9,Poacaea sp. 9,2
CE_BA3,MA,587,PAVI,Panicum virgatum,1
CE_BA3,MA,587,PIRI,Pinus rigida,2
CE_BA3,MA,587,QUCO,Quercus coccinea,2
CE_BA3,MA,585,GAPR,Gaultheria procumbens,4
CE_BA3,MA,585,PIRI,Pinus rigida,4
CE_BA3,MA,585,VAPA,Vaccinium pallidum,2
CE_BA3,MA,585,VAAN,Vaccinium angustifolium,3
CE_BA3,MA,585,FOUN3,Forb unknown 3,1
CE_BA3,MA,585,RHCO,Rhus copallinum,1
CE_BA3,MA,585,FOUN2,Forb unknown 2,1
CE_BA3,MA,585,RUSP,Rubus species,2
CE_BA3,MA,585,CAPE,Carex pensylvanica,1
CE_BA3,MA,583,PIRI,Pinus rigida,1
CE_BA3,MA,583,QUIL,Quercus ilicifolia,3
CE_BA3,MA,583,CAPE,Carex pensylvanica,2
CE_BA3,MA,583,RUSP,Rubus species,2
CE_BA3,MA,583,VAPA,Vaccinium pallidum,2
CE_BA3,MA,583,GAPR,Gaultheria procumbens,2
CE_BA3,MA,583,LYQU,Lysimachia quadrifolia,1
CE_BA3,MA,583,FOUN8,forb unknown 8,1
CE_BA3,MA,583,EPRE,Epigaea repens,1
CE_BA3,MA,581,QUIL,Quercus ilicifolia,4
CE_BA3,MA,581,QUPR,Quercus prinoides,4
CE_BA3,MA,581,VAPA,Vaccinium pallidum,4
CE_BA3,MA,581,GABA,Gaylussacia baccata,2
CE_BA3,MA,581,GAPR,Gaultheria procumbens,3
CE_BA3,MA,579,POUN8,Poacaea sp. 8,1
CE_BA3,MA,579,VAPA,Vaccinium pallidum,3
CE_BA3,MA,579,QUIL,Quercus ilicifolia,2
CE_BA3,MA,579,PIRI,Pinus rigida,1
CE_BA3,MA,579,VAAN,Vaccinium angustifolium,2
CE_BA3,MA,579,CAPE,Carex pensylvanica,1
CE_BA3,MA,579,EPRE,Epigaea repens,1
CE_BA3,MA,579,BATI,Baptisia tinctoria,1
CE_BA3,MA,579,GAPR,Gaultheria procumbens,1
CE_BA3,MA,579,GABA,Gaylussacia baccata,1
CE_BA3,MA,577,QUIL,Quercus ilicifolia,5
CE_BA3,MA,577,QUAL,Quercus alba,3
CE_BA3,MA,577,VAPA,Vaccinium pallidum,4
CE_BA3,MA,577,VAAN,Vaccinium angustifolium,2
CE_BA3,MA,577,CAPE,Carex pensylvanica,1
CE_BA3,MA,577,KAAN,Kalmia angustifolium,2
CE_BA3,MA,577,GAPR,Gaultheria procumbens,2
CE_BA3,MA,575,QUIL,Quercus ilicifolia,4
CE_BA3,MA,575,QUAL,Quercus alba,6
CE_BA3,MA,575,QUCO,Quercus coccinea,2
CE_BA3,MA,575,QUPR,Quercus prinoides,4
CE_BA3,MA,575,VAPA,Vaccinium pallidum,3
CE_BA3,MA,575,GAPR,Gaultheria procumbens,2
CE_BA3,MA,573,PIRI,Pinus rigida,1
CE_BA3,MA,573,QUIL,Quercus ilicifolia,6
CE_BA3,MA,573,GABA,Gaylussacia baccata,3
CE_BA3,MA,573,VAPA,Vaccinium pallidum,3
CE_BA3,MA,573,VAAN,Vaccinium angustifolium,2
CE_BA3,MA,573,GAPR,Gaultheria procumbens,2
CE_BA3,MA,573,MELI,Melampyrum lineare,1
CE_BA3,MA,573,PTAQ,Pteridium aquilinum,2
CE_BA3,MA,571,QUCO,Quercus coccinea,1
CE_BA3,MA,571,QUIL,Quercus ilicifolia,6
CE_BA3,MA,571,QUPR,Quercus prinoides,4
CE_BA3,MA,571,PIRI,Pinus rigida,1
CE_BA3,MA,571,GABA,Gaylussacia baccata,3
CE_BA3,MA,571,VAPA,Vaccinium pallidum,2
CE_BA3,MA,571,VAAN,Vaccinium angustifolium,4
CE_BA3,MA,571,GAPR,Gaultheria procumbens,3
CE_SWB_S,MA,429,VAAN,Vaccinium angustifolium,2
CE_SWB_S,MA,429,VAPA,Vaccinium pallidum,2
CE_SWB_S,MA,429,GAPR,Gaultheria procumbens,2
CE_SWB_S,MA,429,QUIL,Quercus ilicifolia,1
CE_SWB_S,MA,429,QUPR,Quercus prinoides,2
CE_SWB_S,MA,429,RUSP,Rubus species,1
CE_SWB_S,MA,429,PTAQ,Pteridium aquilinum,1
CE_SWB_S,MA,427,VAPA,Vaccinium pallidum,4
CE_SWB_S,MA,427,KAAN,Kalmia angustifolium,2
CE_SWB_S,MA,427,PTAQ,Pteridium aquilinum,1
CE_SWB_S,MA,427,GAPR,Gaultheria procumbens,2
CE_SWB_S,MA,427,ARAR,Aronia arbutifolia,1
CE_SWB_S,MA,427,QUIL,Quercus ilicifolia,2
CE_SWB_S,MA,425,VAAN,Vaccinium angustifolium,4
CE_SWB_S,MA,425,GAPR,Gaultheria procumbens,2
CE_SWB_S,MA,425,QUIL,Quercus ilicifolia,1
CE_SWB_S,MA,425,RUSP,Rubus species,1
CE_SWB_S,MA,425,KAAN,Kalmia angustifolium,2
CE_SWB_S,MA,425,PTAQ,Pteridium aquilinum,1
CE_SWB_S,MA,425,LYSP,Lysimachia species,1
CE_SWB_S,MA,423,QUPR,Quercus prinoides,2
CE_SWB_S,MA,423,VAPA,Vaccinium pallidum,3
CE_SWB_S,MA,423,KAAN,Kalmia angustifolium,2
CE_SWB_S,MA,423,PTAQ,Pteridium aquilinum,1
CE_SWB_S,MA,423,GAPR,Gaultheria procumbens,2
CE_SWB_S,MA,423,GABA,Gaylussacia baccata,1
CE_SWB_S,MA,421,KAAN,Kalmia angustifolium,2
CE_SWB_S,MA,421,VAAN,Vaccinium angustifolium,2
CE_SWB_S,MA,421,VAPA,Vaccinium pallidum,1
CE_SWB_S,MA,421,QUIL,Quercus ilicifolia,1
CE_SWB_S,MA,421,QUPR,Quercus prinoides,1
CE_SWB_S,MA,421,GAPR,Gaultheria procumbens,2
CE_SWB_S,MA,421,RUSP,Rubus species,2
CE_SWB_S,MA,421,PTAQ,Pteridium aquilinum,2
CE_SWB_S,MA,421,GABA,Gaylussacia baccata,1
CE_SWB_S,MA,419,VAAN,Vaccinium angustifolium,6
CE_SWB_S,MA,419,PRSE,Prunus serotina,2
CE_SWB_S,MA,419,ARAR,Aronia arbutifolia,2
CE_SWB_S,MA,419,KAAN,Kalmia angustifolium,4
CE_SWB_S,MA,419,QUIL,Quercus ilicifolia,2
CE_SWB_S,MA,419,PTAQ,Pteridium aquilinum,1
CE_SWB_S,MA,419,GABA,Gaylussacia baccata,1
CE_SWB_S,MA,419,RUSP,Rubus species,1
CE_SWB_S,MA,417,QUPR,Quercus prinoides,2
CE_SWB_S,MA,417,KAAN,Kalmia angustifolium,3
CE_SWB_S,MA,417,RUSP,Rubus species,2
CE_SWB_S,MA,417,CAPE,Carex pensylvanica,1
