Site,Region,Plot#,Species_Code,Latin_Name,SP_Total_Cover
CE_SWB_S,MA,409,VAAN,Vaccinium angustifolium,4
CE_SWB_S,MA,409,VAPA,Vaccinium pallidum,3
CE_SWB_S,MA,409,KAAN,Kalmia angustifolium,3
CE_SWB_S,MA,409,GAPR,Gaultheria procumbens,2
CE_SWB_S,MA,409,RUSP,Rubus species,2
CE_SWB_S,MA,409,QUPR,Quercus prinoides,1
CE_SWB_N,MA,431,VAAN,Vaccinium angustifolium,6
CE_SWB_N,MA,431,PYAM,Pyrola americana,3
CE_SWB_N,MA,431,COPE,Comptonia peregrina,2
CE_SWB_N,MA,431,RUSP,Rubus species,2
CE_SWB_N,MA,431,LYQU,Lysimachia quadrifolia,1
CE_SWB_N,MA,431,ROSP,Rosa species,2
CE_SWB_N,MA,431,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,431,PTAQ,Pteridium aquilinum,4
CE_SWB_N,MA,431,LIPH,Lilium philadelphicum,1
CE_SWB_N,MA,433,VAAN,Vaccinium angustifolium,5
CE_SWB_N,MA,433,VAPA,Vaccinium pallidum,3
CE_SWB_N,MA,433,CAPE,Carex pensylvanica,3
CE_SWB_N,MA,433,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,435,VAAN,Vaccinium angustifolium,3
CE_SWB_N,MA,435,KAAN,Kalmia angustifolium,6
CE_SWB_N,MA,435,QUPR,Quercus prinoides,2
CE_SWB_N,MA,435,RUSP,Rubus species,2
CE_SWB_N,MA,435,MELI,Melampyrum lineare,1
CE_SWB_N,MA,435,GABA,Gaylussacia baccata,1
CE_SWB_N,MA,435,CAUN10,Carex unknown 10,1
CE_SWB_N,MA,435,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,435,QUIL,Quercus ilicifolia,1
CE_SWB_N,MA,437,VAPA,Vaccinium pallidum,3
CE_SWB_N,MA,437,RUSP,Rubus species,2
CE_SWB_N,MA,437,PIRI,Pinus rigida,1
CE_SWB_N,MA,437,KAAN,Kalmia angustifolium,2
CE_SWB_N,MA,437,COPE,Comptonia peregrina,2
CE_SWB_N,MA,437,VAAN,Vaccinium angustifolium,1
CE_SWB_N,MA,437,CAPE,Carex pensylvanica,2
CE_SWB_N,MA,437,QUIL,Quercus ilicifolia,1
CE_SWB_N,MA,437,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,437,PTAQ,Pteridium aquilinum,1
CE_SWB_N,MA,437,QUAL,Quercus alba,1
CE_SWB_N,MA,439,KAAN,Kalmia angustifolium,8
CE_SWB_N,MA,439,VAAN,Vaccinium angustifolium,3
CE_SWB_N,MA,439,COPE,Comptonia peregrina,2
CE_SWB_N,MA,439,RUSP,Rubus species,2
CE_SWB_N,MA,439,GABA,Gaylussacia baccata,1
CE_SWB_N,MA,439,ARAR,Aronia arbutifolia,1
CE_SWB_N,MA,441,VAAN,Vaccinium angustifolium,3
CE_SWB_N,MA,441,VAPA,Vaccinium pallidum,2
CE_SWB_N,MA,441,QUIL,Quercus ilicifolia,2
CE_SWB_N,MA,441,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,443,QUPR,Quercus prinoides,4
CE_SWB_N,MA,443,QUIL,Quercus ilicifolia,3
CE_SWB_N,MA,443,VAPA,Vaccinium pallidum,3
CE_SWB_N,MA,443,GAPR,Gaultheria procumbens,1
CE_SWB_N,MA,443,VAAN,Vaccinium angustifolium,1
CE_SWB_N,MA,445,PIRI,Pinus rigida,1
CE_SWB_N,MA,445,QUIL,Quercus ilicifolia,2
CE_SWB_N,MA,445,PTAQ,Pteridium aquilinum,2
CE_SWB_N,MA,445,RUSP,Rubus species,2
CE_SWB_N,MA,445,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,445,VAPA,Vaccinium pallidum,2
CE_SWB_N,MA,445,CAPE,Carex pensylvanica,1
CE_SWB_N,MA,445,GABA,Gaylussacia baccata,1
CE_SWB_N,MA,447,QUIL,Quercus ilicifolia,2
CE_SWB_N,MA,447,KAAN,Kalmia angustifolium,2
CE_SWB_N,MA,447,RUSP,Rubus species,2
CE_SWB_N,MA,447,VAPA,Vaccinium pallidum,2
CE_SWB_N,MA,447,LYQU,Lysimachia quadrifolia,1
CE_SWB_N,MA,447,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,447,PTAQ,Pteridium aquilinum,1
CE_SWB_N,MA,447,ARAR,Aronia arbutifolia,1
CE_SWB_N,MA,447,CAPE,Carex pensylvanica,1
CE_SWB_N,MA,449,VAAN,Vaccinium angustifolium,5
CE_SWB_N,MA,449,KAAN,Kalmia angustifolium,4
CE_SWB_N,MA,449,MELI,Melampyrum lineare,1
CE_SWB_N,MA,449,GAPR,Gaultheria procumbens,3
CE_SWB_N,MA,451,VAPA,Vaccinium pallidum,2
CE_SWB_N,MA,451,VAAN,Vaccinium angustifolium,4
CE_SWB_N,MA,451,KAAN,Kalmia angustifolium,3
CE_SWB_N,MA,451,QUIL,Quercus ilicifolia,2
CE_SWB_N,MA,451,QUPR,Quercus prinoides,2
CE_SWB_N,MA,451,GAPR,Gaultheria procumbens,2
CE_SWB_N,MA,453,QUIL,Quercus ilicifolia,4
CE_SWB_N,MA,453,VAPA,Vaccinium pallidum,4
CE_SWB_N,MA,453,KAAN,Kalmia angustifolium,3
CE_SWB_N,MA,453,GAPR,Gaultheria procumbens,3
CE_SWB_N,MA,453,RUSP,Rubus species,1
CE_SWB_N,MA,453,GABA,Gaylussacia baccata,2
CE_SWB_N,MA,453,POUN8,Poacaea sp. 8,1
CE_SWB_N,MA,453,PTAQ,Pteridium aquilinum,3
